MEASSITEHASH , EQENTRYID , MEASVALUE , ISVALIDFLAG , CHANNEL , USERCR , USERED , CREATETIME , EDITTIME , UNKNOWN_2302 , 19272 , 000100 , T , None , vanyash , vanyash , 2018-04-27 11:58:46 , 2018-09-17 16:59:52 ,
UNKNOWN_1312119 , 60626 , 1676 , T , None , ibordule , ibordule , 2019-07-19 20:24:51 , 2019-07-19 20:24:51 ,
UNKNOWN_1312120 , 60627 , 0542 , T , None , ibordule , ibordule , 2019-07-19 20:24:51 , 2019-07-19 20:24:51 ,
UNKNOWN_1312121 , 60628 , 1181 , T , None , ibordule , ibordule , 2019-07-19 20:24:51 , 2019-07-19 20:24:51 ,
UNKNOWN_1312122 , 60629 , 1636 , T , None , ibordule , ibordule , 2019-07-19 20:24:51 , 2019-07-19 20:24:51 ,
UNKNOWN_1312123 , 60630 , 1177 , T , None , ibordule , ibordule , 2019-07-19 20:24:51 , 2019-07-19 20:24:51 ,
UNKNOWN_1312124 , 60631 , 1574 , T , None , ibordule , ibordule , 2019-07-19 20:24:51 , 2019-07-19 20:24:51 ,
UNKNOWN_1312125 , 60632 , 0541 , T , None , ibordule , ibordule , 2019-07-19 20:24:51 , 2019-07-19 20:24:51 ,
UNKNOWN_1312126 , 60633 , 1731 , T , None , ibordule , ibordule , 2019-07-19 20:24:51 , 2019-07-19 20:24:51 ,
UNKNOWN_1312127 , 60634 , 0539 , T , None , ibordule , ibordule , 2019-07-19 20:24:51 , 2019-07-19 20:24:51 ,
UNKNOWN_1312128 , 60635 , 1552 , T , None , ibordule , ibordule , 2019-07-19 20:24:51 , 2019-07-19 20:24:51 ,
UNKNOWN_1312129 , 60636 , 1550 , T , None , ibordule , ibordule , 2019-07-19 20:24:51 , 2019-07-19 20:24:51 ,
UNKNOWN_1312130 , 60637 , 1567 , T , None , ibordule , ibordule , 2019-07-19 20:24:51 , 2019-07-19 20:24:51 ,
UNKNOWN_1312131 , 60551 , 1293 , T , None , ibordule , ibordule , 2019-07-19 20:24:51 , 2019-07-19 20:24:51 ,
UNKNOWN_1312132 , 60552 , 1345 , T , None , ibordule , ibordule , 2019-07-19 20:24:51 , 2019-07-19 20:24:51 ,
UNKNOWN_1312133 , 60553 , 1193 , T , None , ibordule , ibordule , 2019-07-19 20:24:52 , 2019-07-19 20:24:52 ,
UNKNOWN_1312134 , 60554 , 1245 , T , None , ibordule , ibordule , 2019-07-19 20:24:52 , 2019-07-19 20:24:52 ,
UNKNOWN_1312135 , 60555 , 1286 , T , None , ibordule , ibordule , 2019-07-19 20:24:52 , 2019-07-19 20:24:52 ,
UNKNOWN_1312136 , 60556 , 1294 , T , None , ibordule , ibordule , 2019-07-19 20:24:52 , 2019-07-19 20:24:52 ,
UNKNOWN_1312137 , 60557 , 1772 , T , None , ibordule , ibordule , 2019-07-19 20:24:52 , 2019-07-19 20:24:52 ,
UNKNOWN_1312138 , 60558 , 1506 , T , None , ibordule , ibordule , 2019-07-19 20:24:52 , 2019-07-19 20:24:52 ,
UNKNOWN_1312139 , 60559 , 1778 , T , None , ibordule , ibordule , 2019-07-19 20:24:52 , 2019-07-19 20:24:52 ,
UNKNOWN_1312140 , 60560 , 1487 , T , None , ibordule , ibordule , 2019-07-19 20:24:52 , 2019-07-19 20:24:52 ,
UNKNOWN_1312141 , 60561 , 2408 , T , None , ibordule , ibordule , 2019-07-19 20:24:52 , 2019-07-19 20:24:52 ,
UNKNOWN_1312142 , 60562 , 1767 , T , None , ibordule , ibordule , 2019-07-19 20:24:52 , 2019-07-19 20:24:52 ,
UNKNOWN_1312143 , 60563 , 1520 , T , None , ibordule , ibordule , 2019-07-19 20:24:52 , 2019-07-19 20:24:52 ,
UNKNOWN_1312144 , 60564 , 1770 , T , None , ibordule , ibordule , 2019-07-19 20:24:52 , 2019-07-19 20:24:52 ,
UNKNOWN_1312145 , 60565 , 1765 , T , None , ibordule , ibordule , 2019-07-19 20:24:52 , 2019-07-19 20:24:52 ,
UNKNOWN_1312146 , 60566 , 2385 , T , None , ibordule , ibordule , 2019-07-19 20:24:52 , 2019-07-19 20:24:52 ,
UNKNOWN_1312147 , 60567 , 1606 , T , None , ibordule , ibordule , 2019-07-19 20:24:52 , 2019-07-19 20:24:52 ,
UNKNOWN_1312148 , 60568 , 1639 , T , None , ibordule , ibordule , 2019-07-19 20:24:52 , 2019-07-19 20:24:52 ,
UNKNOWN_1312149 , 60569 , 1764 , T , None , ibordule , ibordule , 2019-07-19 20:24:52 , 2019-07-19 20:24:52 ,
UNKNOWN_1312150 , 60570 , 1482 , T , None , ibordule , ibordule , 2019-07-19 20:24:52 , 2019-07-19 20:24:52 ,
UNKNOWN_1312151 , 60571 , 2387 , T , None , ibordule , ibordule , 2019-07-19 20:24:52 , 2019-07-19 20:24:52 ,
UNKNOWN_1312152 , 60572 , 1612 , T , None , ibordule , ibordule , 2019-07-19 20:24:52 , 2019-07-19 20:24:52 ,
UNKNOWN_1312153 , 60573 , 1773 , T , None , ibordule , ibordule , 2019-07-19 20:24:52 , 2019-07-19 20:24:52 ,
UNKNOWN_1312154 , 60574 , 1505 , T , None , ibordule , ibordule , 2019-07-19 20:24:52 , 2019-07-19 20:24:52 ,
UNKNOWN_1312773 , 59884 , 1526 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312774 , 59885 , 2061 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312775 , 59886 , 1527 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312776 , 59887 , 1674 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312777 , 59888 , 2638 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312778 , 59889 , 2059 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312779 , 59890 , 1632 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312780 , 59891 , 0968 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312781 , 59892 , 1854 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312782 , 59893 , 0160 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312783 , 59894 , 0173 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312784 , 59895 , 0176 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312785 , 59896 , 2348 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312786 , 59897 , 1580 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312787 , 59898 , 1578 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312788 , 59899 , 2367 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312789 , 59900 , 2355 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312790 , 59901 , 2378 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312791 , 59902 , 2372 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312792 , 59903 , 1570 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312793 , 59904 , 1684 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312794 , 59905 , 2269 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312795 , 59906 , 2353 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312796 , 59907 , 2337 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312797 , 59908 , 1696 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312798 , 59909 , 2373 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312799 , 59910 , 1719 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312800 , 59911 , 1473 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312801 , 59912 , 1582 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312802 , 59913 , 1681 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312803 , 59914 , 1728 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312804 , 59915 , 2272 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312805 , 59916 , 1583 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312806 , 59917 , 2267 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312807 , 59918 , 1572 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312808 , 59919 , 2352 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312809 , 59920 , 1687 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312810 , 59921 , 2383 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312811 , 59922 , 1689 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312812 , 59923 , 1537 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312813 , 59924 , 1573 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312814 , 59925 , 1725 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312815 , 59926 , 1539 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312816 , 59927 , 2360 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312817 , 59928 , 1579 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312818 , 59929 , 1716 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312819 , 59930 , 2365 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312820 , 59931 , 1575 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312821 , 59932 , 1577 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312822 , 59933 , 2346 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312823 , 59934 , 2345 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312824 , 59935 , 1538 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312825 , 59936 , 1692 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312826 , 59937 , 2344 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312827 , 59938 , 2347 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312828 , 59939 , 2350 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312829 , 59940 , 2338 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312830 , 59941 , 2351 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312831 , 59942 , 1581 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312832 , 59943 , 1584 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312833 , 59944 , 2349 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312834 , 59945 , 0459 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312835 , 59946 , 0456 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312836 , 59947 , 2542 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312837 , 59948 , 2141 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1312838 , 59949 , 2437 , T , None , ibordule , ibordule , 2019-07-19 20:24:56 , 2019-07-19 20:24:56 ,
UNKNOWN_1315765 , 56852 , 36118 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315766 , 56853 , 36492 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315767 , 56854 , 37901 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315768 , 56855 , 35158 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315769 , 56856 , 35458 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315770 , 56857 , 34735 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315771 , 56858 , 36648 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315772 , 56859 , 36536 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315773 , 56860 , 36616 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315774 , 56861 , 35572 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315775 , 56862 , 36324 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315776 , 56823 , 35745 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315777 , 56824 , 35454 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315778 , 56825 , 34753 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315779 , 56826 , 36931 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315780 , 56827 , 35431 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315781 , 56828 , 36631 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315782 , 56829 , 36305 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315783 , 56785 , 36115 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315784 , 56786 , 35401 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315785 , 56787 , 35591 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315786 , 56788 , 36627 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315787 , 56789 , 34740 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315788 , 56790 , 36192 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315789 , 56791 , 36108 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315790 , 56792 , 36621 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315791 , 56793 , 36369 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315792 , 56794 , 36455 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315793 , 56795 , 36351 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315794 , 56796 , 36129 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315795 , 56797 , 36292 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315796 , 56798 , 35395 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315797 , 56799 , 35473 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315798 , 56800 , 36363 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315799 , 56801 , 36452 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315800 , 56802 , 34739 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315801 , 56803 , 36418 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315802 , 56804 , 36122 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315803 , 56805 , 36308 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315804 , 56806 , 35759 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315805 , 56807 , 36298 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315806 , 56808 , 37902 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315807 , 56809 , 36375 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315808 , 56810 , 36407 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315809 , 56811 , 36429 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315810 , 56812 , 36661 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315811 , 56813 , 35867 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315812 , 56814 , 35447 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315813 , 56815 , 35420 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315814 , 56816 , 37412 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315815 , 56817 , 35154 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315816 , 56818 , 38001 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315817 , 56819 , 35471 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315818 , 56820 , 36311 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315819 , 56821 , 36348 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315820 , 56822 , 36119 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315821 , 56773 , 36531 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315822 , 56774 , 36114 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315823 , 56775 , 36641 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315824 , 56776 , 34747 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315825 , 56777 , 35428 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315826 , 56778 , 34742 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315827 , 56779 , 35748 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315828 , 56780 , 36389 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1315829 , 56781 , 35876 , T , None , ibordule , ibordule , 2019-07-19 20:44:38 , 2019-07-19 20:44:38 ,
UNKNOWN_1316805 , 55791 , 35709 , T , None , ibordule , ibordule , 2019-07-19 20:44:44 , 2019-07-19 20:44:44 ,
UNKNOWN_1316806 , 55792 , 34783 , T , None , ibordule , ibordule , 2019-07-19 20:44:44 , 2019-07-19 20:44:44 ,
UNKNOWN_1316807 , 55793 , 35164 , T , None , ibordule , ibordule , 2019-07-19 20:44:44 , 2019-07-19 20:44:44 ,
UNKNOWN_1316808 , 55794 , 34780 , T , None , ibordule , ibordule , 2019-07-19 20:44:44 , 2019-07-19 20:44:44 ,
UNKNOWN_1316809 , 55795 , 38261 , T , None , ibordule , ibordule , 2019-07-19 20:44:44 , 2019-07-19 20:44:44 ,
UNKNOWN_1316810 , 55796 , 37466 , T , None , ibordule , ibordule , 2019-07-19 20:44:44 , 2019-07-19 20:44:44 ,
UNKNOWN_1316811 , 55797 , 37966 , T , None , ibordule , ibordule , 2019-07-19 20:44:44 , 2019-07-19 20:44:44 ,
UNKNOWN_1316812 , 55798 , 37596 , T , None , ibordule , ibordule , 2019-07-19 20:44:44 , 2019-07-19 20:44:44 ,
UNKNOWN_1316813 , 55799 , 38012 , T , None , ibordule , ibordule , 2019-07-19 20:44:44 , 2019-07-19 20:44:44 ,
UNKNOWN_1316814 , 55800 , 35762 , T , None , ibordule , ibordule , 2019-07-19 20:44:44 , 2019-07-19 20:44:44 ,
UNKNOWN_1316815 , 55801 , 37457 , T , None , ibordule , ibordule , 2019-07-19 20:44:44 , 2019-07-19 20:44:44 ,
UNKNOWN_1316816 , 55802 , 35698 , T , None , ibordule , ibordule , 2019-07-19 20:44:44 , 2019-07-19 20:44:44 ,
UNKNOWN_1316817 , 55803 , 37820 , T , None , ibordule , ibordule , 2019-07-19 20:44:44 , 2019-07-19 20:44:44 ,
UNKNOWN_1316818 , 55804 , 35189 , T , None , ibordule , ibordule , 2019-07-19 20:44:44 , 2019-07-19 20:44:44 ,
UNKNOWN_1316819 , 55805 , 35855 , T , None , ibordule , ibordule , 2019-07-19 20:44:44 , 2019-07-19 20:44:44 ,
UNKNOWN_1316820 , 55806 , 35811 , T , None , ibordule , ibordule , 2019-07-19 20:44:44 , 2019-07-19 20:44:44 ,
UNKNOWN_1316821 , 55774 , 35849 , T , None , ibordule , ibordule , 2019-07-19 20:44:44 , 2019-07-19 20:44:44 ,
UNKNOWN_1316822 , 55775 , 37389 , T , None , ibordule , ibordule , 2019-07-19 20:44:44 , 2019-07-19 20:44:44 ,
UNKNOWN_1316823 , 55776 , 37587 , T , None , ibordule , ibordule , 2019-07-19 20:44:44 , 2019-07-19 20:44:44 ,
UNKNOWN_1316824 , 55777 , 37431 , T , None , ibordule , ibordule , 2019-07-19 20:44:44 , 2019-07-19 20:44:44 ,
UNKNOWN_1316825 , 55778 , 35148 , T , None , ibordule , ibordule , 2019-07-19 20:44:44 , 2019-07-19 20:44:44 ,
UNKNOWN_1316826 , 55779 , 35822 , T , None , ibordule , ibordule , 2019-07-19 20:44:44 , 2019-07-19 20:44:44 ,
UNKNOWN_1316827 , 55780 , 35200 , T , None , ibordule , ibordule , 2019-07-19 20:44:44 , 2019-07-19 20:44:44 ,
UNKNOWN_1316828 , 55781 , 37840 , T , None , ibordule , ibordule , 2019-07-19 20:44:44 , 2019-07-19 20:44:44 ,
UNKNOWN_1316829 , 55782 , 37825 , T , None , ibordule , ibordule , 2019-07-19 20:44:44 , 2019-07-19 20:44:44 ,
UNKNOWN_1316830 , 55783 , 38241 , T , None , ibordule , ibordule , 2019-07-19 20:44:44 , 2019-07-19 20:44:44 ,
UNKNOWN_1316831 , 55786 , 37898 , T , None , ibordule , ibordule , 2019-07-19 20:44:44 , 2019-07-19 20:44:44 ,
UNKNOWN_1316832 , 55770 , 37594 , T , None , ibordule , ibordule , 2019-07-19 20:44:44 , 2019-07-19 20:44:44 ,
UNKNOWN_1316833 , 55769 , 37599 , T , None , ibordule , ibordule , 2019-07-19 20:44:44 , 2019-07-19 20:44:44 ,
UNKNOWN_1316834 , 55772 , 37426 , T , None , ibordule , ibordule , 2019-07-19 20:44:44 , 2019-07-19 20:44:44 ,
UNKNOWN_1316835 , 55773 , 35824 , T , None , ibordule , ibordule , 2019-07-19 20:44:44 , 2019-07-19 20:44:44 ,
UNKNOWN_1316836 , 55752 , 35287 , T , None , ibordule , ibordule , 2019-07-19 20:44:44 , 2019-07-19 20:44:44 ,
UNKNOWN_1316837 , 55753 , 37379 , T , None , ibordule , ibordule , 2019-07-19 20:44:44 , 2019-07-19 20:44:44 ,
