MEASSITEHASH , EQENTRYID , MEASVALUE , ISVALIDFLAG , CHANNEL , USERCR , USERED , CREATETIME , EDITTIME , UNKNOWN_2302 , 19272 , 000100 , T , None , vanyash , vanyash , 2018-04-27 11:58:46 , 2018-09-17 16:59:52 ,
UNKNOWN_1318754 , 53877 , 32576 , T , None , ibordule , ibordule , 2019-07-19 20:44:55 , 2019-07-19 20:44:55 ,
UNKNOWN_1319730 , 52890 , 33963 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319731 , 52891 , 33461 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319732 , 52892 , 34329 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319733 , 52893 , 38432 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319734 , 52894 , 33988 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319735 , 52895 , 39661 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319736 , 52896 , 39668 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319737 , 52897 , 34454 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319738 , 52898 , 39633 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319739 , 52899 , 38814 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319740 , 52873 , 34334 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319741 , 52874 , 34444 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319742 , 52875 , 33968 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319743 , 52876 , 33991 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319744 , 52877 , 38348 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319745 , 52878 , 34472 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319746 , 52879 , 33957 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319747 , 52858 , 34311 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319748 , 52829 , 33423 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319749 , 52857 , 38812 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319750 , 52831 , 33062 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319751 , 52832 , 34098 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319752 , 52833 , 38332 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319753 , 52834 , 38811 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319754 , 52835 , 38336 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319755 , 52836 , 33428 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319756 , 52837 , 33063 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319757 , 52838 , 33545 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319758 , 52839 , 39673 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319759 , 52840 , 33401 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319760 , 52841 , 33911 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319761 , 52842 , 39712 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319762 , 52843 , 33803 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319763 , 52844 , 39711 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319764 , 52845 , 34004 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319765 , 52846 , 38808 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319766 , 52847 , 39729 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319767 , 52848 , 39649 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319768 , 52849 , 38827 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319769 , 52850 , 33798 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319770 , 52851 , 38818 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319771 , 52852 , 38806 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319772 , 52853 , 33981 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319773 , 52854 , 39706 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319774 , 52855 , 38346 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319775 , 52856 , 34427 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319776 , 52830 , 33073 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319777 , 52824 , 34305 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319778 , 52823 , 34546 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319779 , 52826 , 34306 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319780 , 52827 , 38620 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319781 , 52828 , 34714 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319782 , 52799 , 33970 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319783 , 52800 , 34450 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319784 , 52801 , 33674 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319785 , 52802 , 34634 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319786 , 52803 , 34118 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319787 , 52804 , 33771 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319788 , 52805 , 34317 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319789 , 52806 , 34653 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319790 , 52807 , 39637 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319791 , 52808 , 34428 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319792 , 52809 , 38350 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319793 , 52810 , 34692 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1319794 , 52811 , 39628 , T , None , ibordule , ibordule , 2019-07-19 20:45:01 , 2019-07-19 20:45:01 ,
UNKNOWN_1312924 , 59666 , 37016 , T , None , ibordule , ibordule , 2019-07-19 20:44:21 , 2019-07-19 20:44:21 ,
UNKNOWN_1312925 , 59679 , 33617 , T , None , ibordule , ibordule , 2019-07-19 20:44:21 , 2019-07-19 20:44:21 ,
UNKNOWN_1312926 , 59668 , 33564 , T , None , ibordule , ibordule , 2019-07-19 20:44:21 , 2019-07-19 20:44:21 ,
UNKNOWN_1312927 , 59669 , 36709 , T , None , ibordule , ibordule , 2019-07-19 20:44:21 , 2019-07-19 20:44:21 ,
UNKNOWN_1312928 , 59680 , 33314 , T , None , ibordule , ibordule , 2019-07-19 20:44:21 , 2019-07-19 20:44:21 ,
UNKNOWN_1312929 , 59681 , 36322 , T , None , ibordule , ibordule , 2019-07-19 20:44:21 , 2019-07-19 20:44:21 ,
UNKNOWN_1312930 , 59670 , 37933 , T , None , ibordule , ibordule , 2019-07-19 20:44:21 , 2019-07-19 20:44:21 ,
UNKNOWN_1312931 , 59671 , 37028 , T , None , ibordule , ibordule , 2019-07-19 20:44:21 , 2019-07-19 20:44:21 ,
UNKNOWN_1312932 , 59672 , 36718 , T , None , ibordule , ibordule , 2019-07-19 20:44:21 , 2019-07-19 20:44:21 ,
UNKNOWN_1312933 , 59673 , 33302 , T , None , ibordule , ibordule , 2019-07-19 20:44:21 , 2019-07-19 20:44:21 ,
UNKNOWN_1312934 , 59674 , 36331 , T , None , ibordule , ibordule , 2019-07-19 20:44:21 , 2019-07-19 20:44:21 ,
UNKNOWN_1312935 , 59675 , 34390 , T , None , ibordule , ibordule , 2019-07-19 20:44:21 , 2019-07-19 20:44:21 ,
UNKNOWN_1312936 , 59676 , 35320 , T , None , ibordule , ibordule , 2019-07-19 20:44:21 , 2019-07-19 20:44:21 ,
UNKNOWN_1312937 , 59677 , 33207 , T , None , ibordule , ibordule , 2019-07-19 20:44:21 , 2019-07-19 20:44:21 ,
UNKNOWN_1312938 , 59678 , 34245 , T , None , ibordule , ibordule , 2019-07-19 20:44:21 , 2019-07-19 20:44:21 ,
UNKNOWN_1312939 , 59667 , 36707 , T , None , ibordule , ibordule , 2019-07-19 20:44:21 , 2019-07-19 20:44:21 ,
UNKNOWN_1312940 , 59644 , 33628 , T , None , ibordule , ibordule , 2019-07-19 20:44:21 , 2019-07-19 20:44:21 ,
UNKNOWN_1312941 , 59665 , 33245 , T , None , ibordule , ibordule , 2019-07-19 20:44:21 , 2019-07-19 20:44:21 ,
UNKNOWN_1312942 , 59646 , 35919 , T , None , ibordule , ibordule , 2019-07-19 20:44:21 , 2019-07-19 20:44:21 ,
UNKNOWN_1312943 , 59647 , 37010 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312944 , 59648 , 37029 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312945 , 59649 , 36767 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312946 , 59650 , 33196 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312947 , 59651 , 33581 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312948 , 59652 , 33631 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312949 , 59653 , 35457 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312950 , 59654 , 33566 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312951 , 59636 , 34285 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312952 , 59637 , 33304 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312953 , 59638 , 38109 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312954 , 59639 , 35335 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312955 , 59640 , 37808 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312956 , 59641 , 33251 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312957 , 59642 , 33580 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312958 , 59643 , 34372 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312959 , 59655 , 33205 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312960 , 59656 , 33229 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312961 , 59657 , 36360 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312962 , 59658 , 33303 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312963 , 59659 , 37018 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312964 , 59660 , 36721 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312965 , 59661 , 33180 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312966 , 59662 , 34258 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312967 , 59663 , 34256 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312968 , 59664 , 34266 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312969 , 59645 , 33242 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312970 , 59618 , 33230 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312971 , 59635 , 36329 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312972 , 59620 , 33630 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312973 , 59621 , 34870 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312974 , 59622 , 33583 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312975 , 59623 , 34276 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312976 , 59624 , 36187 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312977 , 59625 , 37756 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312978 , 59626 , 36460 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312979 , 59627 , 36343 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312980 , 59628 , 37012 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312981 , 59629 , 36601 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312982 , 59630 , 36724 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312983 , 59631 , 33572 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312984 , 59632 , 34291 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312985 , 59633 , 36716 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312986 , 59634 , 34254 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312987 , 59619 , 37023 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1312988 , 59597 , 33579 , T , None , ibordule , ibordule , 2019-07-19 20:44:22 , 2019-07-19 20:44:22 ,
UNKNOWN_1313834 , 58763 , 31360 , T , None , ibordule , ibordule , 2019-07-19 20:44:26 , 2019-07-19 20:44:26 ,
UNKNOWN_1313835 , 58764 , 32386 , T , None , ibordule , ibordule , 2019-07-19 20:44:26 , 2019-07-19 20:44:26 ,
UNKNOWN_1313836 , 58765 , 32019 , T , None , ibordule , ibordule , 2019-07-19 20:44:26 , 2019-07-19 20:44:26 ,
UNKNOWN_1313837 , 58766 , 31698 , T , None , ibordule , ibordule , 2019-07-19 20:44:26 , 2019-07-19 20:44:26 ,
UNKNOWN_1313838 , 58767 , 32479 , T , None , ibordule , ibordule , 2019-07-19 20:44:26 , 2019-07-19 20:44:26 ,
UNKNOWN_1313839 , 58768 , 32410 , T , None , ibordule , ibordule , 2019-07-19 20:44:26 , 2019-07-19 20:44:26 ,
UNKNOWN_1313840 , 58769 , 32531 , T , None , ibordule , ibordule , 2019-07-19 20:44:26 , 2019-07-19 20:44:26 ,
UNKNOWN_1313841 , 58770 , 31189 , T , None , ibordule , ibordule , 2019-07-19 20:44:26 , 2019-07-19 20:44:26 ,
UNKNOWN_1313842 , 58771 , 32468 , T , None , ibordule , ibordule , 2019-07-19 20:44:26 , 2019-07-19 20:44:26 ,
UNKNOWN_1313843 , 58772 , 31361 , T , None , ibordule , ibordule , 2019-07-19 20:44:26 , 2019-07-19 20:44:26 ,
UNKNOWN_1313844 , 58773 , 32300 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313845 , 58774 , 32301 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313846 , 58775 , 32018 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313847 , 58776 , 32016 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313848 , 58777 , 32010 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313849 , 58778 , 31722 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313850 , 58779 , 32520 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313851 , 58780 , 32006 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313852 , 58792 , 32001 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313853 , 58793 , 31343 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313854 , 58782 , 32505 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313855 , 58717 , 32519 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313856 , 58750 , 32499 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313857 , 58719 , 32298 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313858 , 58720 , 31701 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313859 , 58721 , 32488 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313860 , 58722 , 31342 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313861 , 58723 , 32319 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313862 , 58724 , 31338 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313863 , 58725 , 32503 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313864 , 58726 , 32014 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313865 , 58727 , 32406 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313866 , 58706 , 32508 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313867 , 58707 , 32451 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313868 , 58708 , 32396 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313869 , 58709 , 31196 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313870 , 58710 , 32527 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313871 , 58711 , 32005 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313872 , 58712 , 32296 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313873 , 58713 , 31357 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313874 , 58714 , 31200 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313875 , 58715 , 32394 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313876 , 58716 , 32530 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313877 , 58728 , 31356 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313878 , 58729 , 32009 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313879 , 58730 , 32393 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313880 , 58731 , 32510 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313881 , 58732 , 31702 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313882 , 58733 , 32501 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313883 , 58734 , 32322 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313884 , 58735 , 31363 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313885 , 58736 , 32023 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313886 , 58737 , 31344 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313887 , 58738 , 32324 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313888 , 58739 , 32304 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313889 , 58740 , 31359 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313890 , 58741 , 32461 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313891 , 58742 , 31704 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313892 , 58743 , 31353 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313893 , 58744 , 31712 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313894 , 58745 , 32392 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313895 , 58746 , 32458 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313896 , 58747 , 32506 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313897 , 58748 , 31996 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1313898 , 58749 , 32395 , T , None , ibordule , ibordule , 2019-07-19 20:44:27 , 2019-07-19 20:44:27 ,
UNKNOWN_1311957 , 60738 , 2741 , T , None , ibordule , ibordule , 2019-07-19 20:24:50 , 2019-07-19 20:24:50 ,
UNKNOWN_1311958 , 60739 , 2409 , T , None , ibordule , ibordule , 2019-07-19 20:24:50 , 2019-07-19 20:24:50 ,
UNKNOWN_1311959 , 60740 , 1365 , T , None , ibordule , ibordule , 2019-07-19 20:24:50 , 2019-07-19 20:24:50 ,
UNKNOWN_1311960 , 60741 , 1833 , T , None , ibordule , ibordule , 2019-07-19 20:24:50 , 2019-07-19 20:24:50 ,
